,neg,pos,neut
skort,0,0,1
skoyles,0,1,0
skr,0,0,1
skrastins,1,0,2
skrein,0,1,0
skrillex,0,3,0
skrong,0,1,0
skrub,0,0,1
skull,1,2,5
skulls,0,2,2
skulltullas,0,0,1
skunk,0,0,1
skuzmslh,1,0,0
sky,13,37,43
skybet,0,1,1
skycity,0,1,0
skye,0,4,1
skyf,0,1,0
skyfall,1,5,2
skyhooks,0,0,1
skylar,0,0,1
skyline,0,2,2
skyliner,0,0,1
skyliving,0,0,1
skylynn,1,15,4
skynyrd,0,0,1
skyp,0,2,3
skype,2,10,9
skypeb,0,1,0
skys,1,0,0
skyscraper,0,1,0
skywalk,0,1,0
skyy,0,0,1
sl,2,1,6
slaam,0,1,0
slab,3,0,3
slacker,0,0,1
slackers,0,6,3
slade,0,1,0
slag,1,1,1
slain,0,0,1
slam,7,19,24
slamdunkchampion,0,1,0
slamm,0,1,0
slams,0,0,2
slander,7,1,2
slaniesse,0,1,0
slant,1,1,1
slap,10,2,8
slapping,0,1,0
slappy,1,0,0
slash,0,3,1
slat,1,0,4
slate,0,0,2
slater,0,3,0
slaughter,8,2,0
slaughterhouse,0,1,0
slave,1,2,4
slavery,1,0,1
slaves,0,0,1
slavoj,0,0,1
slaw,0,1,0
slay,0,7,3
slaybell,0,1,1
slayed,0,1,0
slayer,0,2,0
slaying,0,0,1
slayor,0,1,0
slb,1,0,0
slbenfica,1,0,0
sled,0,7,0
sleep,44,100,96
sleeper,1,1,1
sleepers,0,1,0
sleepier,0,0,1
sleepin,0,0,1
sleeping,0,0,1
sleepless,0,0,2
sleepover,0,2,2
sleepy,1,5,3
sleepyflora,1,0,0
sleeve,1,0,3
sletten,0,0,1
slfp,0,0,1
sli,1,0,0
slice,4,2,3
slicers,0,1,0
slick,1,0,1
slide,8,10,14
slider,0,0,2
sliders,1,0,0
slidin,0,0,1
slight,3,6,4
slightly,7,4,8
slim,0,0,6
slime,1,0,0
slimef,0,0,1
slimmest,0,0,1
sling,1,0,0
slingbox,0,0,1
slingers,0,4,6
slip,6,1,16
slipcase,0,0,1
slipknot,0,2,1
slipper,0,1,0
slips,0,0,2
slisten,0,1,0
slit,3,0,0
slither,0,1,0
slits,1,0,0
sliver,0,1,0
slo,0,0,1
slobber,0,0,1
slogan,2,0,1
sloow,1,0,0
sloppy,1,1,0
slot,3,8,13
sloth,1,0,1
slothnado,1,0,0
slouch,0,0,1
slovenia,0,1,1
slow,11,10,19
slowasspsn,1,0,0
slowdow,1,0,0
slower,1,0,0
slowly,1,9,7
slowyourroll,1,0,0
slr,0,1,1
sltrib,0,1,0
slug,0,0,3
slugger,0,1,1
sluggish,0,0,1
slum,0,1,1
slumber,0,3,1
slump,0,2,3
slur,0,1,0
slurp,0,0,1
slurpee,0,1,0
slurs,0,0,1
slushie,0,2,0
slut,3,1,0
slutti,1,0,1
sly,1,0,2
slytherin,0,0,1
sm,6,24,14
sma,1,0,2
smaashh,0,1,0
smack,3,4,3
smackdo,0,0,1
smackdown,3,8,18
smackin,0,0,1
small,12,24,33
smalls,0,6,3
smallvictory,0,1,0
smallzy,0,0,1
smark,0,1,0
smart,15,38,26
smartbaby,0,0,1
smartcamp,0,1,1
smartdaughter,0,0,1
smarter,1,2,0
smartkid,0,1,0
smartmove,0,1,0
smartncaa,0,2,0
smartp,0,0,1
smartphone,1,11,14
smartphones,0,1,1
smartset,1,0,0
smartwatch,0,0,7
smarty,1,0,0
smash,6,36,15
smashemsixer,0,0,1
smashing,0,1,1
smashit,0,1,0
smashville,0,0,1
smb,3,7,2
smbiz,0,0,1
smc,0,1,0
smdh,2,0,1
sme,0,1,1
smear,1,0,1
smell,9,8,8
smells,0,2,1
smelly,0,0,1
smfh,2,0,3
smgdh,0,0,1
smh,31,11,29
smhowzow,0,1,0
smhziatanfact,0,1,0
smile,6,61,14
smilers,0,1,0
smiles,0,1,0
smilesampwhen,0,1,0
smiley,0,0,2
smilin,0,1,0
smirk,0,1,2
smirnoff,0,1,0
smit,1,0,0
smite,1,2,0
smith,38,144,153
smithies,0,0,1
smiths,0,1,1
smithsonian,0,1,0
smithwick,1,0,0
smm,0,0,1
smmfh,1,0,0
smoak,0,1,1
smog,0,0,2
smoke,11,14,18
smokealittlesmoke,0,1,0
smokeout,0,1,1
smoker,1,0,2
smokey,0,2,2
smokie,0,1,0
smokin,0,1,2
smoking,0,1,3
smoky,0,0,1
smooch,0,0,2
smoosh,1,0,0
smooth,0,8,3
smoothbreakfast,0,0,1
smoothie,0,3,1
smoothly,0,3,0
smoothness,0,1,0
smoove,0,1,0
smoqued,0,1,0
smore,0,0,2
smother,0,0,1
smp,0,1,1
smrecords,0,1,0
smritini,1,0,0
sms,0,0,1
smslearn,0,1,0
smta,0,0,1
smth,1,0,0
smu,1,1,0
smug,2,0,1
smuggler,0,1,1
smuggling,1,0,0
smusic,0,1,0
smuts,0,0,1
smwb,0,0,1
smwchicago,0,0,1
smwfilmcamp,0,1,0
smwfrienefit,0,0,1
smwldn,0,1,2
smwvan,0,1,0
smyrna,0,0,1
sn,0,2,1
snack,0,3,2
snag,1,5,2
snail,0,0,1
snake,5,8,5
snap,7,15,25
snapback,0,0,1
snapchat,3,5,6
snapchatt,0,2,0
snapdragon,0,2,0
snape,0,0,1
snapped,0,0,1
snapper,0,1,0
snaps,0,1,0
snapshot,1,1,2
snare,1,1,0
snarez,0,1,0
snark,1,0,1
snarklife,0,0,1
snarknado,0,0,1
snarky,1,0,1
snatch,1,3,2
snazzy,0,1,0
snb,0,0,1
snbto,1,0,1
snc,0,2,0
snd,0,1,0
sne,0,0,1
sneachta,0,1,0
sneak,7,12,18
sneaker,0,2,1
sneakers,0,1,1
sneaky,0,3,4
sneakypete,0,1,0
sneek,0,0,1
sneery,0,1,0
sneeze,0,0,1
sneezing,0,0,1
sneijder,1,1,0
snelling,0,1,0
snes,0,2,2
snews,0,0,1
snf,1,0,0
snickerdoodle,0,1,1
snickers,0,0,1
snider,0,0,1
sniff,3,0,3
snighter,0,1,0
snipe,1,0,0
sniper,0,0,1
snippet,0,0,1
snitchin,1,0,0
snkrs,0,1,0
snl,1,6,7
snlmusic,0,1,0
sno,0,1,1
snobish,1,0,0
snogood,0,1,0
snooker,0,1,0
snoop,11,63,41
snoopadelic,0,2,0
snoopy,0,1,0
snooze,0,1,1
snoozetime,0,1,0
snope,1,0,0
snoqualmie,1,0,0
snort,0,0,2
snot,0,1,0
snottsdale,1,0,1
snow,8,20,21
snowball,0,1,3
snowdon,1,12,5
snowdonia,0,1,0
snowfall,0,1,0
snowflake,1,0,0
snowman,2,2,6
snowpiercer,0,1,0
snowpocalypse,1,0,0
snowsqualls,0,0,1
snowstorm,1,0,0
snowy,0,1,0
snp,2,2,5
snr,0,0,1
snsd,1,3,9
sntrvownk,0,1,0
snub,4,1,5
snuck,0,1,1
snug,0,1,0
snuggle,0,4,0
snuka,0,1,1
snyderman,0,1,0
soa,0,1,2
soak,2,7,7
soakin,0,1,0
soanxious,0,1,0
soap,1,1,1
soapbox,0,0,2
soapurdue,1,0,0
soar,3,2,3
soars,0,1,0
soas,0,1,0
sob,12,3,2
sobbed,0,0,1
sobbing,1,0,0
sobchak,0,0,1
sober,3,3,1
soberly,0,1,0
sobored,0,0,1
sobriety,0,0,1
soc,0,2,5
socal,0,3,0
socbiz,0,1,0
soccer,7,34,41
soccerex,0,1,0
soccernet,0,0,1
soccernew,0,0,1
socent,0,1,0
sochi,0,0,1
sochill,0,1,0
social,13,37,38
socialbiz,0,1,0
socialgood,0,1,0
socialise,0,1,0
socialism,1,1,0
socialist,1,1,4
socializing,0,0,1
socially,0,0,1
socialmedia,0,1,4
socialmediachat,0,0,1
socialrmadrid,0,0,1
sociedad,0,1,1
societal,1,0,0
society,4,4,7
societyawards,0,1,0
socinn,0,1,0
sociologist,0,0,1
sock,6,4,3
sockersweek,1,0,0
socko,0,0,1
soclose,0,0,1
socomx,0,1,0
socratic,0,0,1
socringeworthy,1,0,0
sod,0,0,2
soda,0,3,0
soetero,0,0,2
soexcit,0,1,0
soexcited,0,1,0
soextra,0,0,1
sofa,0,3,2
sofaday,0,0,1
sofarbacksunday,0,0,1
sofhmore,0,0,1
sofia,0,2,2
sofla,0,1,0
soft,5,6,7
softball,0,3,6
softbank,0,3,0
soften,0,1,1
softening,1,0,0
software,5,2,12
softy,0,1,0
sofyan,0,1,0
soggy,1,1,0
sogh,0,0,1
sogic,0,1,0
soho,0,2,0
soical,0,1,0
soil,2,1,0
soilder,0,1,0
soitbegin,0,1,0
sojourn,0,0,2
sok,0,1,0
sokor,0,0,1
sokoto,0,0,2
sol,0,1,1
sola,0,0,1
solace,0,2,0
solaire,0,1,0
solano,0,0,1
solar,3,4,12
solaris,1,0,0
sold,1,0,1
soldado,0,1,0
soldier,17,7,7
soldiers,1,1,0
soldout,0,1,0
sole,0,3,3
soleli,0,0,1
solely,1,2,0
solemn,0,1,0
solemnis,0,0,1
solemnity,0,0,1
solicit,0,0,1
solid,1,23,9
solidarity,1,3,3
solidify,0,2,1
solidly,0,1,0
solido,0,0,1
solidstar,0,1,0
solihull,0,0,1
solipsistic,0,0,1
solis,0,1,0
solitary,0,0,3
sollecito,0,1,1
sollee,0,9,11
solo,7,41,49
solomon,0,1,1
soloway,0,1,0
solstace,0,0,1
solstice,0,1,1
soltek,0,0,1
soltura,0,0,1
solus,0,1,0
solution,3,4,9
solutions,0,0,2
solve,4,3,9
solveabet,0,0,1
som,0,1,3
soma,0,1,0
somali,0,0,2
somalia,5,0,9
somber,0,2,1
sombre,0,0,1
someb,0,1,0
somebody,16,19,28
someday,1,9,4
someguy,0,1,0
someome,0,0,1
someonehadtosayit,1,0,0
someonetocallmylover,0,0,1
someplace,0,0,1
somerset,0,1,0
somesuch,1,0,0
somethingisayalot,0,0,1
sometimesyouhaveto,0,0,1
somewhat,1,1,0
soml,0,0,1
sommin,0,0,1
son,17,78,80
sona,0,0,2
sonamplaw,1,0,0
sonata,0,1,0
sondage,0,0,1
sone,1,0,0
sonejai,0,1,0
song,59,321,196
songbird,0,0,2
songkhla,0,0,2
songkla,0,1,0
songlyric,0,1,0
songoftheday,0,1,0
songofthesummer,0,0,1
songs,1,2,1
songsmith,0,1,0
songwoo,2,0,0
songwriter,0,3,3
songz,0,1,3
soni,0,0,1
sonia,5,2,21
soniagandhi,0,0,1
soniarahulhazirho,2,0,0
sonic,2,6,4
soniya,1,0,0
sonn,1,0,0
sonnen,0,1,0
sonntag,0,1,0
sonny,0,1,1
sonotfair,1,0,0
sonotintech,0,1,0
sons,0,8,6
sony,15,50,72
sonysix,0,0,1
soo,32,74,21
sooman,0,1,0
soon,37,111,89
sooner,1,8,1
soongod,0,1,0
soonhttptcokzrvnk,0,0,1
soothingly,0,1,0
sop,1,0,0
sopa,9,2,3
soph,0,1,1
sophia,0,7,5
sophiam,0,0,2
sophie,1,1,1
sophieandscottie,0,1,0
sophisticated,1,0,0
sophmore,0,1,0
sophomore,0,5,5
sophomores,0,0,1
sophomoresif,0,0,1
sophos,3,0,8
sophoslabs,0,0,1
sopro,0,1,0
soproud,0,1,0
sorabh,0,1,0
sorbet,0,1,0
sorcerer,0,1,2
sore,5,3,10
soreal,0,0,1
soreness,1,0,2
soriano,0,0,2
soriono,0,1,0
sorority,1,0,0
soros,0,0,1
sorr,1,0,0
sorrow,1,0,2
sorry,71,42,75
sorryboss,0,1,0
sorrynotsorry,0,1,1
sorryswiftie,1,0,0
sort,13,15,18
sorta,1,3,3
sorting,0,0,1
sos,4,13,14
sosa,0,0,1
sosad,0,0,1
soscometorome,0,1,0
soserious,0,1,0
sosfamilyishereforyouashton,0,1,0
soshi,0,1,0
soslistenedto,0,0,1
sosmnl,0,0,1
sosweet,0,1,0
sot,0,1,0
sotea,0,0,1
soto,0,0,2
soton,0,1,0
sotswithpopstar,0,1,0
soty,0,1,0
souf,0,0,4
souix,0,1,0
souks,0,1,0
soul,21,43,33
soulcycle,0,1,0
soulful,0,2,0
soulja,0,0,1
soulless,1,0,0
soulmate,0,1,0
souls,24,76,66
soultion,0,0,1
soun,0,1,0
sound,46,104,98
soundboard,1,4,5
soundcheck,0,0,2
soundcloud,0,5,14
sounder,0,0,2
sounders,0,0,2
soundgarden,0,0,2
soundingoff,1,0,0
soundlyndonmarquis,1,0,0
soundman,0,0,1
sounds,0,1,0
soundset,9,8,2
soundsexcit,0,1,0
soundsgood,0,1,0
soundsgoodtome,0,1,1
soundslike,0,1,0
soundsystem,0,0,1
soundtrack,1,21,9
soundwave,1,3,8
soup,2,4,6
soups,0,0,1
sour,2,1,2
sourav,0,0,1
source,10,7,43
sourcestoi,0,0,1
sourdough,0,1,0
soureagles,0,1,0
sousa,0,0,1
south,11,29,52
southafrica,0,1,0
southampton,0,1,3
southas,0,1,0
southbound,0,0,1
southeast,1,0,1
southeastern,1,0,1
southend,0,0,1
southern,0,0,10
southerners,1,0,0
southpaw,1,6,3
southpawsouthpaw,0,1,0
southpointe,0,0,1
southsea,0,1,0
southside,2,1,4
southville,0,1,0
southwell,0,0,1
southwest,0,2,0
souvenir,0,0,1
souvlaki,0,1,0
souza,0,0,1
sovereign,0,1,0
sow,1,0,0
sowerbutt,1,0,0
soweto,0,0,1
sox,40,118,371
soxand,1,0,0
soxfest,0,0,1
soxs,0,1,0
sozmate,0,1,0
sp,6,3,4
spa,0,5,2
spac,0,1,1
space,5,18,28
spaced,1,0,0
spacefact,0,0,1
spacemusic,0,1,0
spaceoddity,0,1,0
spacer,0,0,1
spacetime,0,1,0
spacious,0,0,1
spade,0,0,1
spag,0,1,0
spaghetti,0,3,2
spaghettios,0,0,1
spain,4,17,16
spainlt,0,1,0
spake,0,0,1
spam,0,4,4
spamm,1,1,2
span,2,1,8
spani,0,0,1
spanish,8,10,18
spare,1,9,13
spark,3,7,7
sparkbox,0,1,0
sparkingatmph,0,0,1
sparkle,2,1,3
sparkleberry,0,0,1
sparkplugs,0,1,0
sparks,0,0,1
sparring,0,1,1
sparrow,0,0,1
spartacu,0,0,1
spartacus,1,7,4
spartandawgs,0,0,2
spartans,0,0,1
spasm,0,0,1
spawn,1,0,1
spawning,1,0,0
spay,1,0,0
spazz,1,0,1
spazzing,0,1,0
spb,0,0,1
spc,2,3,4
spca,0,1,0
spe,0,1,0
speak,52,63,112
speaker,1,10,13
speakerless,0,0,1
speakin,0,0,2
speaking,1,1,0
speaks,0,1,8
speaktofrank,1,0,0
spear,0,0,4
spearhead,0,1,0
spears,0,1,4
spec,0,5,5
specd,0,1,0
special,13,117,99
specialdomino,0,0,1
specialist,1,0,1
specialized,0,0,1
speciallt,0,1,0
specially,1,1,1
specialmerdealamort,1,0,0
specialneed,0,1,0
specialnight,0,1,0
specials,0,2,0
specialty,0,1,1
specialy,0,1,0
specie,2,1,3
species,0,1,0
specific,3,2,8
specifically,2,0,4
speciman,0,1,0
specimen,1,0,0
speckled,0,0,1
spectacle,1,1,1
spectacular,0,3,2
spectacularly,0,0,1
spectaculathon,0,1,0
spectator,0,2,0
spectr,0,0,1
spectre,3,13,20
spectroscopy,0,1,0
spectrum,0,1,7
speculate,0,0,2
speculating,1,0,0
speculation,2,1,10
speech,26,23,46
speechless,1,1,1
speechwriter,0,0,1
speed,4,14,21
speedenews,0,0,1
speedily,0,1,0
speedkills,0,1,0
speedoflight,0,0,1
speedrun,0,0,1
speedway,0,13,10
speedy,0,1,0
speical,0,1,0
speightoo,1,0,0
speith,0,0,2
spell,2,4,8
spellcheckjoke,1,0,0
spelling,1,0,0
spelt,0,0,1
spencer,0,2,1
spend,36,102,97
spending,0,3,1
spent,0,3,2
sperry,1,0,0
spew,5,0,0
spezia,0,1,0
sphere,0,0,3
sphero,0,0,1
sphincter,1,0,0
spice,1,7,3
spices,0,0,1
spics,1,0,0
spider,0,2,1
spiderman,1,3,1
spiders,0,0,1
spidersense,0,1,0
spiediefest,0,1,0
spielberg,1,0,1
spies,0,0,1
spieth,2,7,20
spike,1,3,4
spikebot,0,0,1
spiked,1,0,0
spill,2,1,3
spin,7,11,12
spinach,0,2,0
spinal,0,1,0
spine,2,0,1
spinn,0,0,1
spinnin,0,1,0
spinning,0,1,1
spinningfields,0,1,0
spins,0,0,1
spiral,2,0,0
spireites,0,0,2
spirit,12,22,37
spiritanimal,0,1,0
spiritday,0,1,0
spirited,0,1,0
spirits,0,0,1
spiritual,0,6,5
spirituality,0,1,0
spirt,1,0,0
spit,2,1,3
spite,0,2,3
spiteri,0,1,1
spittin,0,0,2
spitting,0,0,1
spk,1,0,0
spl,0,0,1
splapa,0,1,0
splash,1,14,7
splashdance,0,0,1
splatfest,0,1,0
splatitude,0,0,1
splatoon,0,0,1
splay,0,0,1
spleaders,0,1,0
splendid,1,1,0
splendiferous,0,1,0
splendor,0,1,0
spliff,0,1,0
split,8,9,19
splitscreen,0,1,0
splitsville,0,0,1
splitter,0,1,0
splitterpride,0,1,0
splitting,4,2,2
splurge,0,2,5
spm,0,1,1
spn,0,1,0
spnfamiily,0,1,0
spock,0,2,0
spoil,4,2,6
spoiled,0,0,1
spoiledgf,0,1,0
spoiler,10,9,12
spoitforchoice,0,0,1
spokane,1,0,1
spokesman,0,2,3
spokesperson,0,1,2
spokeswoman,1,0,0
spongebob,0,1,1
sponsor,2,15,16
sponsors,0,0,1
spontaneity,0,1,0
spontaneous,0,1,2
spontaneously,0,1,1
spoof,0,1,2
spoofs,0,1,0
spooky,0,1,3
spookyminiputt,0,1,0
spoon,2,1,3
spoonful,0,1,0
spore,0,0,1
sporno,0,1,0
sport,13,38,45
sportcaster,0,1,0
sportcenter,0,1,0
sportchek,0,0,1
sportgaloppsportse,0,0,2
sporting,1,4,6
sportive,0,1,0
sports,2,19,36
sportscaster,0,1,3
sportscasting,0,1,0
sportscenter,0,4,3
sportshalloweencostume,0,0,1
sportsmail,0,0,1
sportsmediauf,0,0,1
sportsnation,0,1,1
sportsnet,0,1,3
sportsnew,0,1,1
sportsnews,0,1,0
sportsnewsus,0,0,1
sportsnownow,0,0,1
sporty,0,3,0
spos,0,1,0
spot,16,72,80
spotclock,0,1,0
spotif,0,0,1
spotify,4,9,8
spotifyhttpstcowbmplko,0,1,0
spotless,0,1,0
spotlight,1,4,5
spoton,0,0,1
spotter,0,1,0
spouse,1,1,0
spout,3,0,0
spr,0,1,0
sprain,0,1,1
spray,2,1,2
spread,12,13,23
spreadamppl,1,0,0
spreadtheworld,0,1,0
spree,2,1,2
spreeampwith,1,0,0
spri,0,0,1
spring,3,11,20
springbok,1,0,0
springboks,0,0,2
springer,0,0,3
springfest,0,0,1
springfield,1,0,0
springs,1,5,7
springsteen,1,7,5
sprinkler,0,0,1
sprint,3,9,24
sprinter,0,1,2
sprintlikehell,1,1,0
sprite,0,2,1
sprole,0,1,0
sproles,0,1,0
sprout,0,0,3
sprowston,0,0,1
sps,0,0,1
spsmarket,0,1,0
spu,0,1,0
spuds,0,0,1
spur,4,12,7
spurs,9,17,34
sputter,0,1,0
sputters,0,0,1
spwar,0,1,0
spx,6,4,12
spxi,0,0,1
spy,2,3,2
spygate,0,0,3
spyshot,0,1,0
spytty,0,1,0
sq,0,2,1
sqgne,0,1,0
sql,1,1,2
sqlsaturday,0,1,0
squ,0,0,2
squaadd,0,0,1
squad,4,24,46
squadron,0,1,1
squall,0,1,0
squander,0,0,1
square,1,23,34
squarely,1,0,0
squarepants,0,0,1
squareth,0,0,1
squash,0,2,2
squashy,0,0,1
squat,0,1,2
squatter,1,0,0
squeak,0,1,0
squeaky,0,1,0
squeal,1,3,0
squee,0,3,1
squeeze,0,4,5
squibb,0,0,1
squich,0,0,1
squint,0,1,1
squire,0,1,0
squires,0,1,1
squirm,1,0,0
squirrel,1,2,1
squish,1,1,0
sr,0,2,4
sreven,1,0,0
sri,1,0,3
sridevi,0,1,0
srilanka,0,0,1
srinagar,1,0,0
srk,0,0,3
srla,0,0,2
srry,0,1,0
srsl,0,0,1
srsly,0,2,1
srvcs,0,0,1
sry,1,1,1
srzhcue,0,1,0
ss,8,8,15
ssbox,0,0,1
sscx,0,0,1
ssd,0,1,0
sse,0,0,1
ssecrist,0,0,1
ssfc,0,0,2
ssfootball,0,0,1
ssgolf,0,0,1
ssh,0,0,1
sshckhool,0,0,1
sshd,0,0,1
sshore,0,0,1
ssm,1,0,2
ssmississippi,0,1,0
ssn,0,1,0
ssnhq,0,0,2
ssnyder,0,1,0
ssomethhin,0,0,1
ssr,0,0,1
sstenni,0,0,1
ssu,0,0,2
st,595,1297,1513
sta,1,8,7
stab,4,0,2
stabb,0,0,1
stabbing,1,0,0
stabenow,0,0,1
stabilise,0,0,1
stability,1,1,1
stable,3,1,3
stacey,0,1,2
stacie,1,0,0
stack,3,9,7
stacy,0,5,0
stad,0,0,1
stade,0,1,1
stadi,0,0,1
stadio,0,2,0
stadion,0,0,1
stadium,5,38,76
staff,7,15,23
staffer,2,0,3
stag,1,1,6
stage,19,86,85
stagefright,0,0,1
stages,0,0,1
stagger,0,0,1
staggeringly,0,1,0
stags,1,0,0
stain,0,1,2
stair,1,2,5
staircase,0,1,1
stairs,0,0,2
stake,0,3,10
stakes,0,0,1
stalin,1,0,0
stalk,0,2,2
stalker,0,2,2
stalkerish,0,0,1
stalkingthey,1,0,0
stall,1,1,4
stallone,1,0,0
stam,0,0,1
stamford,0,0,3
stamina,0,0,1
stamkos,1,0,1
stamp,1,3,10
stampede,1,1,2
stampnd,0,0,1
stampy,0,0,1
stan,3,10,15
stana,0,0,1
stance,2,3,4
stand,31,64,88
standalone,0,0,1
standard,6,11,27
standards,0,1,0
standby,0,0,1
standdown,1,0,0
standforqld,0,1,0
standi,0,0,1
standing,1,2,10
standoff,0,0,1
standout,0,1,0
standrews,0,0,2
stands,0,2,1
standstill,1,0,0
standup,0,0,2
standwithkim,1,0,0
standwithpp,1,0,0
stanely,0,0,1
stanford,1,3,6
stanley,1,1,3
stann,0,0,1
stansbury,0,0,1
stanst,1,0,0
stantonbury,0,0,1
staple,1,2,0
staples,0,1,2
staq,0,0,1
star,49,352,261
starb,0,1,0
starbuck,0,0,1
starbucks,1,6,2
starbuzz,0,0,1
starcatcher,0,0,1
starch,0,0,1
stardust,0,3,3
stare,2,2,7
stargtbox,0,1,0
starhub,0,1,0
starin,0,1,0
stark,0,1,1
starkey,0,1,0
starks,1,0,1
starkville,1,3,11
starland,0,1,1
starlet,1,0,1
starli,0,1,0
starlight,0,1,1
starlin,0,1,2
starling,0,0,1
starlite,0,0,1
starman,0,0,1
starqoute,0,0,1
starr,0,0,4
starrer,0,0,1
starring,0,1,0
stars,4,18,38
starship,0,0,1
starsmp,0,0,1
starstruck,0,1,0
start,148,554,534
startalk,0,1,0
startedfromthebottumnowwerehere,0,1,0
starter,4,9,13
startin,1,0,2
starting,2,2,25
startrekvoyager,1,0,0
starts,0,4,4
startschoolyearoffwithnosleep,0,1,0
startup,1,1,2
starve,6,0,2
starwar,1,6,0
starwars,1,5,2
starwarsbattlefront,0,1,0
starwarstheforceawaken,0,2,0
starwarsweekend,0,0,1
starworks,0,0,1
starworld,0,0,1
starz,0,1,0
stasera,0,0,1
stash,2,1,1
stashed,0,1,0
stasis,0,1,0
stat,5,4,23
state,70,105,183
statehood,1,0,0
statement,14,4,23
staten,0,0,3
stateofloveandtrust,0,1,0
stateofunion,0,1,1
states,9,11,19
statesboro,0,2,1
statesborough,0,0,1
stateside,0,1,0
statesman,0,0,1
statham,1,0,0
static,0,0,1
station,7,19,20
stationery,0,0,1
statistic,2,0,3
statistical,0,0,1
statistically,0,2,0
statistics,0,0,1
stato,0,0,1
stats,0,1,2
statsarefun,0,0,1
statue,3,4,13
stature,1,0,0
status,4,5,9
statutorily,0,0,1
stauch,0,0,1
staunch,0,0,1
staunchly,1,0,0
staunton,0,5,3
staver,0,0,1
stay,37,132,139
stayalive,0,0,1
staycalm,0,0,1
staydirty,1,0,0
stayfocus,0,1,0
stayhungry,0,0,1
stayin,0,1,1
stayingalive,0,0,1
stayingthefuckawayfromtumblrsj,0,1,0
staymetal,1,0,0
stayonyourgrind,0,1,0
staytunedmore,0,1,0
staytunned,0,0,1
staywoke,0,0,1
stdlav,0,1,0
stds,0,2,0
steadfast,0,1,0
steadfastly,1,0,0
steadily,0,0,1
steady,1,6,5
steak,0,4,0
steal,22,19,22
stealer,0,0,1
stealmygirlvideo,1,0,0
stealth,0,0,2
steam,0,6,4
steamers,0,1,0
steampunk,0,0,1
steams,0,0,1
steel,0,3,1
steele,1,0,5
steeler,6,13,12
steelernation,0,0,1
steelers,7,19,21
steelersvspatriot,0,0,1
steelguru,0,0,1
steelserie,0,0,1
steep,0,1,1
steering,0,1,0
steet,1,0,0
stef,0,1,0
stefan,0,0,3
steff,0,0,1
steffi,0,1,1
stein,2,3,7
steinbach,0,0,1
steinlager,0,1,0
stella,0,0,3
stellar,1,0,1
stellenbosch,0,0,1
stelvio,0,0,1
stem,3,0,5
stempniak,0,0,1
stench,0,0,1
stenmark,0,0,1
stenosis,0,1,1
stenstra,0,0,1
step,18,42,40
stepchild,1,0,0
stepdad,0,0,1
steph,0,4,2
stephan,0,1,0
stephane,0,0,1
stephanie,0,6,2
stephanopolous,0,0,1
stephanopoulos,0,0,2
stephen,0,8,11
stephenathome,1,0,0
stephencolbert,0,1,0
stephenie,0,1,2
stephenson,1,0,0
stepney,0,1,0
stepp,0,0,1
steppin,0,1,0
steppingstones,0,0,1
steps,0,1,0
steptoe,0,1,0
ster,0,0,1
stereo,0,3,1
stereogum,0,1,0
stereophonics,0,0,1
stereotype,1,0,2
stereotypical,4,0,0
steri,0,0,1
sterilizer,0,0,1
sterling,4,6,3
stern,0,1,1
steroid,1,0,1
stetson,0,1,0
steve,20,27,40
steven,0,4,11
stevens,1,0,4
stevenson,0,0,1
steverson,0,0,1
stevie,5,9,4
stevietv,1,0,0
stevo,0,0,1
stew,0,2,0
steward,1,0,1
stewardess,1,0,0
stewart,7,12,38
stews,0,1,0
steyn,0,0,1
stfc,0,1,1
stfd,0,1,0
stfosb,0,1,0
stfu,6,1,1
stg,0,0,1
stgh,0,0,1
sth,0,3,1
sti,0,0,1
stick,27,28,34
sticker,2,5,4
stickingtoit,1,0,0
sticky,0,2,0
stickz,0,0,1
stieb,0,0,2
stieglitz,0,0,1
stiemer,0,0,1
stiff,1,1,1
stifle,0,1,2
stil,0,1,0
stilladude,0,0,1
stillakidatheart,0,1,0
stilldontgetbalk,1,0,0
stilldrunk,0,0,1
stillinthehat,0,0,1
stillkidrauhl,0,1,0
stillnojobthough,0,1,0
stillnotoverit,1,0,0
stillready,0,0,1
stimulating,0,1,0
stimulus,0,1,3
sting,4,67,44
stinger,0,0,1
stingonraw,0,3,1
stings,0,1,0
stingvsrollin,0,1,0
stingvsrollins,0,1,0
stingy,1,0,0
stink,7,2,2
stinky,1,1,1
stint,1,2,3
stipe,0,0,1
stipulation,0,0,1
stir,3,4,2
stirling,0,1,0
stitch,0,2,0
stiverne,0,0,1
stix,0,1,0
stk,0,0,1
stkeke,0,1,0
stl,0,1,2
stlblue,1,0,1
stlcard,0,1,1
stlcards,1,4,3
stluciemet,0,1,2
stn,0,0,1
stnd,3,1,2
stndrd,0,0,1
stock,9,15,22
stockexchange,0,0,1
stockholm,0,2,1
stocking,0,1,0
stockpile,0,0,2
stocks,0,0,11
stockton,0,1,0
stoke,4,27,19
stoked,0,8,1
stokedaf,0,1,0
stokes,0,0,1
stolen,0,1,1
stolenspace,0,1,0
stolenspacelnd,1,0,0
stomach,4,1,3
stomachache,1,0,0
stomachbleed,1,0,0
stomp,1,2,0
stomping,0,1,2
stomps,0,1,0
stone,26,71,108
stoneage,0,0,1
stonecold,1,0,0
stonecoldpodcast,0,1,0
stonefield,0,0,1
stonehaven,0,1,0
